uid,local_model_dir,commit,commit_date,eval_date,params,accuracy,evaluate,pareto,reward,vali_evaluated,hf_account,flops,score,block,ext_idx,lr
236,/root/NASChain/cache/models--nasgod01--nas10c79680a92a/snapshots/fe08a88a81b8b1734620750c52b4c2dc9f0274bf/model.pt,fe08a88a81b8b1734620750c52b4c2dc9f0274bf,2024-10-14 02:22:29+00:00,2024-10-14 17:58:03,50000.0,90.0,True,True,True,True,nasgod01/nas10c79680a92a,9000000.0,0.04553936264409904,4038261.0,2147483647.0,0.025
237,/root/NASChain/cache/models--Xrunner--naschain/snapshots/bdbb5edf8afa0d3d1485b418ddf0647ef4432353/model.pt,bdbb5edf8afa0d3d1485b418ddf0647ef4432353,2024-08-28 18:51:28+00:00,2024-10-14 17:58:15,60000.0,71.0,True,False,False,False,Xrunner/naschain,700000.0,0.0,3706215.0,2147483647.0,0.025
238,/root/NASChain/cache/models--bazooka-gh--bazooka5v1/snapshots/375a6a83e71c716630ee95e9586fd3c0b95c0a37/model.pt,375a6a83e71c716630ee95e9586fd3c0b95c0a37,2024-08-15 03:50:56+00:00,2024-10-14 17:58:21,70000.0,86.0,True,False,False,False,bazooka-gh/bazooka5v1,7000000.0,0.0,3608679.0,2147483647.0,0.025
241,/root/NASChain/cache/models--khanhnn55--nas6bf69b0b33ae/snapshots/815945aac89ddae541ab0fa5a587295c4f7bdaad/model.pt,815945aac89ddae541ab0fa5a587295c4f7bdaad,2024-10-14 00:51:59+00:00,2024-10-14 17:58:49,80000.0,91.0,True,False,False,True,khanhnn55/nas6bf69b0b33ae,13000000.0,0.0,4037809.0,2147483647.0,0.025
244,/root/NASChain/cache/models--khanhnn55--nas15e3f4724f61/snapshots/a4ad02f64698668f6406cdcadee8cd3d296471ed/model.pt,a4ad02f64698668f6406cdcadee8cd3d296471ed,2024-10-13 18:02:55+00:00,2024-10-14 17:59:25,40000.0,89.0,True,True,True,True,khanhnn55/nas15e3f4724f61,7000000.0,0.04291495385365519,4035774.0,2147483647.0,0.025
245,/root/NASChain/cache/models--NASJesus--ImproveMyself83/snapshots/f8c4aa1a1b561631fddf42961bf4c0d323515bd1/model.pt,f8c4aa1a1b561631fddf42961bf4c0d323515bd1,2024-10-06 20:45:00+00:00,2024-10-14 17:59:36,10000.0,83.0,True,False,False,False,NASJesus/ImproveMyself83,4000000.0,0.0,3986257.0,2147483647.0,0.025
246,/root/NASChain/cache/models--NASJesus--WhatWeGonnaDoWithDTAO/snapshots/c104be4e3dcbaf84066603be4215c28aa818f10a/model.pt,c104be4e3dcbaf84066603be4215c28aa818f10a,2024-10-06 01:40:22+00:00,2024-10-14 17:59:51,40000.0,89.0,True,False,False,False,NASJesus/WhatWeGonnaDoWithDTAO,10000000.0,0.0,3980534.0,2147483647.0,0.025
247,/root/NASChain/cache/models--NASJesus--84_312ping/snapshots/ec5ab6a531b82c3dd55bc8ce2e9d6cd9a1aa691b/model.pt,ec5ab6a531b82c3dd55bc8ce2e9d6cd9a1aa691b,2024-10-09 04:22:03+00:00,2024-10-14 18:00:10,10000.0,84.0,True,True,True,True,NASJesus/84_312ping,4000000.0,0.031206917893972105,4002927.0,2147483647.0,0.025
248,/root/NASChain/cache/models--pva1987--naschain_5/snapshots/e813054672c031849cb1894c3c8dd6545a70234d/model.pt,e813054672c031849cb1894c3c8dd6545a70234d,2024-09-10 14:42:53+00:00,2024-10-14 18:00:24,40000.0,82.0,True,False,False,False,pva1987/naschain_5,6000000.0,0.0,3797288.0,2147483647.0,0.025
252,/root/NASChain/cache/models--FavoritCoin--naschain_5/snapshots/33267fce351f4187900287d5a347e3dee06cfaf3/model.pt,33267fce351f4187900287d5a347e3dee06cfaf3,2024-09-12 15:04:08+00:00,2024-10-14 18:00:45,200000.0,86.0,True,False,False,False,FavoritCoin/naschain_5,27000000.0,0.0,3811790.0,2147483647.0,0.025
254,/root/NASChain/cache/models--NASJesus--letsSeeHowLongThisOneLasts/snapshots/f593ab846ee882f8093e3f27bfa453428b6b1a63/model.pt,f593ab846ee882f8093e3f27bfa453428b6b1a63,2024-10-05 06:49:04+00:00,2024-10-14 18:00:58,300000.0,93.0,True,False,False,False,NASJesus/letsSeeHowLongThisOneLasts,48000000.0,0.0,3974877.0,2147483647.0,0.025
